plastic_type,microorganism,degradation_rate,days,temperature,pH
Polyurethane,Aspergillus niger,67,96,27,8
Polystyrene,Alcanivorax borkumensis,51,227,12,6
Polycarbonate,Bacillus subtilis,79,193,15,6
Polystyrene,Bacillus alcalophilus,6,303,12,9
Polyethylene,Aspergillus niger,21,314,39,9
Polycarbonate,Streptomyces coelicolor,92,118,14,8
Polyurethane,Halomonas titanicae,74,5,18,9
Nylon,Ideonella sakaiensis,55,352,37,6
Polyurethane,Exiguobacterium sp.,96,243,28,9
Polyurethane,Citrobacter koseri,57,21,37,8
Polystyrene,Ochrobactrum sp.,92,152,36,7
Polystyrene,Sulfolobus acidocaldarius,63,128,22,5
Polyurethane,Thermobifida fusca,11,124,38,9
Polyurethane,Thermobifida fusca,6,146,15,6
Polyurethane,Ochrobactrum sp.,54,277,20,7
Polystyrene,Halomonas titanicae,61,310,30,6
Polyurethane,Pseudomonas aeruginosa,89,152,30,9
Polyurethane,Bacillus subtilis,72,360,36,8
Polyethylene,Acidithiobacillus ferrooxidans,97,111,39,5
Polyethylene Terephthalate (PET),Ochrobactrum sp.,76,116,23,5
Nylon,Halomonas titanicae,54,188,15,7
Polyvinyl Chloride,Ideonella sakaiensis,35,57,15,5
Nylon,Citrobacter koseri,88,251,26,8
Polyethylene Terephthalate (PET),Acidithiobacillus ferrooxidans,23,150,20,6
Polyvinyl Chloride,Ideonella sakaiensis,43,162,24,8
Polycarbonate,Bacillus alcalophilus,16,120,18,7
Polyurethane,Thermobifida fusca,1,70,30,7
Polyethylene Terephthalate (PET),Streptomyces coelicolor,12,351,26,5
Polyethylene,Exiguobacterium sp.,30,99,33,8
Polycarbonate,Pseudomonas aeruginosa,92,167,16,6
Polyurethane,Pseudomonas aeruginosa,27,298,16,8
Polystyrene,Thermobifida fusca,59,151,40,6
Polypropylene,Bacillus subtilis,26,326,39,6
Polyethylene Terephthalate (PET),Thermobifida fusca,14,2,30,8
Polystyrene,Fusarium solani,94,152,10,9
Polyethylene Terephthalate (PET),Alcanivorax borkumensis,78,365,34,8
Polyethylene,Ideonella sakaiensis,32,65,36,6
Polyethylene Terephthalate (PET),Bacillus alcalophilus,19,326,34,7
Polystyrene,Pseudomonas aeruginosa,41,69,17,7
Polyethylene,Alcanivorax borkumensis,11,121,14,5
Polyvinyl Chloride,Pseudomonas aeruginosa,100,109,39,7
Nylon,Acidithiobacillus ferrooxidans,72,316,28,9
Polyurethane,Streptomyces coelicolor,22,247,17,6
Polyethylene Terephthalate (PET),Alcanivorax borkumensis,71,93,26,8
Polyurethane,Citrobacter koseri,95,268,28,8
Polypropylene,Ideonella sakaiensis,13,103,21,9
Polystyrene,Fusarium solani,90,112,36,7
Polyurethane,Streptomyces coelicolor,24,321,32,6
Polystyrene,Ochrobactrum sp.,76,304,39,7
Polyurethane,Citrobacter koseri,84,344,24,5
Nylon,Exiguobacterium sp.,30,62,13,7
Nylon,Bacillus alcalophilus,100,300,32,5
Polyethylene,Bacillus alcalophilus,53,136,21,8
Nylon,Sulfolobus acidocaldarius,4,55,36,6
Polyethylene,Sulfolobus acidocaldarius,12,108,22,5
Nylon,Ideonella sakaiensis,27,303,23,7
Nylon,Alcanivorax borkumensis,42,258,14,7
Nylon,Acidithiobacillus ferrooxidans,88,253,31,8
Polystyrene,Bacillus alcalophilus,98,222,25,9
Polyethylene Terephthalate (PET),Bacillus subtilis,46,167,39,9
Polyethylene,Ochrobactrum sp.,70,160,16,7
Polyurethane,Ideonella sakaiensis,37,166,24,9
Nylon,Alcanivorax borkumensis,95,205,22,6
Polystyrene,Sulfolobus acidocaldarius,66,267,35,9
Polystyrene,Ochrobactrum sp.,61,138,25,6
Polystyrene,Exiguobacterium sp.,38,346,21,7
Polyethylene,Pseudomonas aeruginosa,36,248,16,7
Polyethylene Terephthalate (PET),Citrobacter koseri,85,55,25,7
Polyethylene,Ideonella sakaiensis,7,209,32,8
Polyurethane,Ochrobactrum sp.,80,17,32,9
Polyethylene Terephthalate (PET),Acidithiobacillus ferrooxidans,51,68,36,5
Polyvinyl Chloride,Halomonas titanicae,90,133,22,5
Polycarbonate,Ideonella sakaiensis,32,188,38,7
Polystyrene,Alcanivorax borkumensis,80,308,32,9
Polyethylene,Exiguobacterium sp.,41,138,12,6
Polyvinyl Chloride,Citrobacter koseri,75,174,24,5
Polypropylene,Bacillus alcalophilus,26,97,37,7
Polyethylene,Thermobifida fusca,7,171,12,5
Nylon,Pseudomonas aeruginosa,22,154,16,5
Polycarbonate,Citrobacter koseri,63,183,39,5
Nylon,Fusarium solani,92,242,27,7
Polyethylene Terephthalate (PET),Sulfolobus acidocaldarius,19,304,23,7
Polycarbonate,Citrobacter koseri,15,285,27,8
Polyethylene,Halomonas titanicae,16,27,28,8
Polyurethane,Exiguobacterium sp.,79,360,23,8
Polyvinyl Chloride,Pseudomonas aeruginosa,18,60,29,5
Polyurethane,Bacillus subtilis,7,202,15,9
Polyethylene,Thermobifida fusca,37,250,38,7
Polyethylene Terephthalate (PET),Streptomyces coelicolor,37,362,17,8
Nylon,Citrobacter koseri,52,69,35,9
Polycarbonate,Bacillus subtilis,92,21,35,8
Polyurethane,Bacillus subtilis,99,152,16,8
Polyethylene,Aspergillus niger,89,102,29,9
Polyurethane,Halomonas titanicae,30,95,27,8
Polyethylene,Thermobifida fusca,43,361,27,5
Nylon,Halomonas titanicae,59,229,24,5
Polycarbonate,Aspergillus niger,75,125,29,5
Polyvinyl Chloride,Fusarium solani,16,258,31,6
Nylon,Streptomyces coelicolor,78,322,28,8
Polyurethane,Sulfolobus acidocaldarius,72,236,31,6
Polyvinyl Chloride,Exiguobacterium sp.,38,162,30,7
Polyethylene,Pseudomonas aeruginosa,41,42,30,9
Polyvinyl Chloride,Exiguobacterium sp.,47,276,11,7
Polyethylene,Streptomyces coelicolor,11,353,17,6
Nylon,Exiguobacterium sp.,95,68,30,5
Polyurethane,Aspergillus niger,88,173,20,8
Polyethylene Terephthalate (PET),Halomonas titanicae,17,331,27,8
Polyurethane,Exiguobacterium sp.,78,125,32,5
Polyethylene,Alcanivorax borkumensis,95,170,22,8
Polystyrene,Bacillus subtilis,5,47,40,9
Polycarbonate,Ideonella sakaiensis,42,261,18,9
Polypropylene,Bacillus subtilis,34,217,18,9
Polyethylene Terephthalate (PET),Citrobacter koseri,97,305,26,7
Polyvinyl Chloride,Streptomyces coelicolor,53,124,16,5
Polyethylene Terephthalate (PET),Fusarium solani,61,293,18,9
Polycarbonate,Acidithiobacillus ferrooxidans,68,162,31,6
Polyvinyl Chloride,Acidithiobacillus ferrooxidans,81,201,10,9
Polycarbonate,Alcanivorax borkumensis,15,275,11,7
Polyvinyl Chloride,Ochrobactrum sp.,7,206,13,6
Polyethylene Terephthalate (PET),Aspergillus niger,88,40,23,5
Polyvinyl Chloride,Bacillus alcalophilus,95,273,13,5
Polyvinyl Chloride,Aspergillus niger,89,188,11,9
Polystyrene,Bacillus subtilis,85,355,17,6
Polyurethane,Fusarium solani,30,93,27,6
Polyurethane,Fusarium solani,9,42,28,9
Polypropylene,Alcanivorax borkumensis,55,107,23,9
Polypropylene,Citrobacter koseri,75,328,29,8
Polyethylene,Streptomyces coelicolor,91,65,34,8
Polyethylene,Ideonella sakaiensis,69,365,19,9
Polyethylene,Thermobifida fusca,19,309,26,7
Polystyrene,Sulfolobus acidocaldarius,4,135,17,8
Polypropylene,Thermobifida fusca,22,24,37,9
Polycarbonate,Halomonas titanicae,8,28,40,6
Polyethylene,Alcanivorax borkumensis,57,62,23,8
Polyethylene,Ochrobactrum sp.,58,273,30,7
Polyethylene Terephthalate (PET),Fusarium solani,92,229,32,5
Nylon,Acidithiobacillus ferrooxidans,79,20,17,6
Polycarbonate,Bacillus alcalophilus,53,3,40,7
Polyethylene,Ideonella sakaiensis,45,218,14,7
Polyethylene,Pseudomonas aeruginosa,21,307,25,7
Polyethylene,Thermobifida fusca,63,136,17,6
Nylon,Fusarium solani,7,3,19,7
Nylon,Citrobacter koseri,19,193,36,5
Polystyrene,Ochrobactrum sp.,50,73,17,8
Polycarbonate,Citrobacter koseri,77,361,18,6
Polystyrene,Fusarium solani,38,118,27,7
Polyvinyl Chloride,Ochrobactrum sp.,36,154,12,9
Nylon,Citrobacter koseri,49,209,26,8
Polyethylene Terephthalate (PET),Ochrobactrum sp.,33,34,29,6
Polypropylene,Alcanivorax borkumensis,74,137,24,9
Polyethylene Terephthalate (PET),Thermobifida fusca,32,318,40,9
Polypropylene,Fusarium solani,30,120,30,7
Nylon,Fusarium solani,53,115,36,6
Nylon,Ochrobactrum sp.,43,13,26,7
Nylon,Streptomyces coelicolor,33,69,17,5
Polystyrene,Halomonas titanicae,70,333,11,9
Polycarbonate,Bacillus alcalophilus,61,257,26,5
Polypropylene,Citrobacter koseri,22,89,27,7
Polycarbonate,Streptomyces coelicolor,45,47,40,8
Polystyrene,Bacillus subtilis,55,260,38,9
Polystyrene,Bacillus subtilis,6,228,14,8
Polyurethane,Sulfolobus acidocaldarius,88,180,18,6
Polyethylene Terephthalate (PET),Sulfolobus acidocaldarius,60,10,18,9
Polyethylene Terephthalate (PET),Exiguobacterium sp.,2,284,11,5
Polyvinyl Chloride,Ideonella sakaiensis,37,126,11,8
Polyethylene,Alcanivorax borkumensis,83,134,28,6
Polystyrene,Alcanivorax borkumensis,33,155,32,9
Polypropylene,Aspergillus niger,43,248,36,6
Polyurethane,Ochrobactrum sp.,29,140,12,5
Polyurethane,Bacillus alcalophilus,16,318,26,9
Polyethylene,Acidithiobacillus ferrooxidans,58,176,23,6
Polycarbonate,Fusarium solani,9,323,23,7
Polyethylene,Citrobacter koseri,98,174,23,9
Polyethylene,Bacillus alcalophilus,83,74,15,9
Polyethylene,Exiguobacterium sp.,17,351,12,9
Polyethylene Terephthalate (PET),Bacillus subtilis,44,143,10,9
Polystyrene,Bacillus subtilis,90,292,39,7
Polyvinyl Chloride,Aspergillus niger,58,112,25,5
Polystyrene,Streptomyces coelicolor,61,206,38,7
Polycarbonate,Bacillus alcalophilus,58,131,13,7
Nylon,Streptomyces coelicolor,48,110,38,6
Polyethylene,Sulfolobus acidocaldarius,99,67,10,8
Polystyrene,Bacillus subtilis,62,86,26,8
Polycarbonate,Citrobacter koseri,86,275,37,6
Nylon,Exiguobacterium sp.,31,227,27,7
Nylon,Fusarium solani,9,325,35,6
Polyethylene,Acidithiobacillus ferrooxidans,10,10,17,9
Polyvinyl Chloride,Bacillus subtilis,69,355,11,6
Polypropylene,Thermobifida fusca,61,288,36,6
Polyethylene Terephthalate (PET),Thermobifida fusca,46,112,27,9
Polystyrene,Citrobacter koseri,33,24,40,8
Nylon,Acidithiobacillus ferrooxidans,99,291,36,9
Polystyrene,Acidithiobacillus ferrooxidans,100,339,36,5
Polypropylene,Ideonella sakaiensis,16,326,25,6
Polyethylene Terephthalate (PET),Halomonas titanicae,53,168,35,6
Polypropylene,Alcanivorax borkumensis,75,109,19,8
Polyethylene Terephthalate (PET),Exiguobacterium sp.,84,190,17,7
Polyurethane,Bacillus alcalophilus,39,355,21,9
Polyethylene Terephthalate (PET),Citrobacter koseri,18,196,31,7
Polyethylene,Bacillus subtilis,66,33,25,5
Polyvinyl Chloride,Bacillus subtilis,81,205,21,9
Polypropylene,Bacillus subtilis,52,312,20,5
Nylon,Thermobifida fusca,63,182,29,5
Polyethylene,Thermobifida fusca,82,147,28,5
Polyurethane,Pseudomonas aeruginosa,46,268,10,9
Polyvinyl Chloride,Alcanivorax borkumensis,5,11,36,9
Polystyrene,Thermobifida fusca,15,70,12,8
Polyethylene,Thermobifida fusca,71,256,21,6
Polypropylene,Alcanivorax borkumensis,17,219,39,7
Polycarbonate,Ochrobactrum sp.,51,297,18,7
Polycarbonate,Thermobifida fusca,47,362,30,5
Nylon,Pseudomonas aeruginosa,42,259,38,9
Polyethylene Terephthalate (PET),Acidithiobacillus ferrooxidans,38,3,31,9
Nylon,Acidithiobacillus ferrooxidans,48,84,14,5
Polycarbonate,Ideonella sakaiensis,11,156,10,6
Polystyrene,Ochrobactrum sp.,9,151,19,7
Polyurethane,Bacillus subtilis,70,176,26,8
Polyurethane,Aspergillus niger,54,195,13,6
Polypropylene,Thermobifida fusca,0,107,24,9
Polyurethane,Ideonella sakaiensis,48,134,28,5
Polypropylene,Aspergillus niger,35,276,36,7
Polyethylene,Pseudomonas aeruginosa,20,352,17,5
Polypropylene,Halomonas titanicae,36,155,37,9
Polyethylene,Sulfolobus acidocaldarius,23,277,37,5
Polypropylene,Pseudomonas aeruginosa,54,236,32,7
Polycarbonate,Sulfolobus acidocaldarius,24,240,24,5
Polycarbonate,Citrobacter koseri,6,13,36,7
Polyethylene Terephthalate (PET),Halomonas titanicae,80,342,40,5
Polyethylene,Acidithiobacillus ferrooxidans,92,35,16,5
Polyvinyl Chloride,Exiguobacterium sp.,93,47,24,7
Polyethylene,Ideonella sakaiensis,70,214,17,5
Polypropylene,Thermobifida fusca,96,146,39,6
Polypropylene,Acidithiobacillus ferrooxidans,70,159,35,8
Polyvinyl Chloride,Sulfolobus acidocaldarius,23,125,32,6
Nylon,Ochrobactrum sp.,10,110,19,8
Polypropylene,Alcanivorax borkumensis,72,37,27,6
Polyethylene Terephthalate (PET),Ochrobactrum sp.,11,277,13,8
Polyurethane,Citrobacter koseri,34,14,24,5
Polyurethane,Alcanivorax borkumensis,62,347,20,7
Polystyrene,Ideonella sakaiensis,67,232,31,7
Polystyrene,Halomonas titanicae,99,316,12,9
Polyurethane,Acidithiobacillus ferrooxidans,91,124,24,8
Polyurethane,Ideonella sakaiensis,56,279,12,9
Polycarbonate,Sulfolobus acidocaldarius,12,111,24,9
Polyethylene Terephthalate (PET),Ideonella sakaiensis,22,124,15,8
Polyvinyl Chloride,Streptomyces coelicolor,82,30,10,7
Polystyrene,Thermobifida fusca,100,115,23,8
Polycarbonate,Halomonas titanicae,38,90,25,5
Polycarbonate,Thermobifida fusca,87,212,10,9
Polyvinyl Chloride,Ochrobactrum sp.,79,38,30,9
Polycarbonate,Halomonas titanicae,96,83,26,8
Polyethylene,Streptomyces coelicolor,11,27,35,9
Polyethylene Terephthalate (PET),Ideonella sakaiensis,33,217,17,7
Polyurethane,Citrobacter koseri,70,360,27,9
Polypropylene,Sulfolobus acidocaldarius,74,215,25,8
Polyvinyl Chloride,Sulfolobus acidocaldarius,30,221,15,7
Polyurethane,Bacillus subtilis,92,15,19,7
Polyurethane,Alcanivorax borkumensis,61,259,19,9
Nylon,Halomonas titanicae,12,266,14,8
Polyethylene,Ideonella sakaiensis,30,120,35,9
Polyvinyl Chloride,Halomonas titanicae,1,128,37,5
Polycarbonate,Fusarium solani,14,211,21,5
Polypropylene,Exiguobacterium sp.,56,11,29,7
Polyvinyl Chloride,Thermobifida fusca,74,176,26,9
Polycarbonate,Halomonas titanicae,33,133,23,5
Polyurethane,Bacillus alcalophilus,67,325,23,6
Polypropylene,Exiguobacterium sp.,74,320,12,5
Polycarbonate,Bacillus alcalophilus,28,14,38,9
Polyethylene Terephthalate (PET),Sulfolobus acidocaldarius,65,50,21,9
Polycarbonate,Exiguobacterium sp.,15,72,29,5
Nylon,Halomonas titanicae,38,69,27,9
Polyethylene,Ochrobactrum sp.,76,16,21,9
Polyurethane,Ideonella sakaiensis,36,334,11,6
Polycarbonate,Streptomyces coelicolor,80,357,11,7
Polyethylene,Alcanivorax borkumensis,20,56,36,9
Polystyrene,Bacillus alcalophilus,43,105,26,8
Polystyrene,Ideonella sakaiensis,18,132,19,7
Polyethylene,Bacillus subtilis,70,48,27,7
Polyethylene,Ochrobactrum sp.,7,248,31,8
Nylon,Exiguobacterium sp.,76,273,28,5
Polyethylene Terephthalate (PET),Ideonella sakaiensis,100,111,35,6
Polyurethane,Halomonas titanicae,65,326,30,9
Polyvinyl Chloride,Exiguobacterium sp.,40,336,10,5
Nylon,Halomonas titanicae,74,349,33,8
Polyethylene Terephthalate (PET),Halomonas titanicae,87,38,38,6
Polyethylene,Thermobifida fusca,69,357,13,6
Polyvinyl Chloride,Halomonas titanicae,60,240,34,6
Polyethylene,Fusarium solani,25,318,13,8
Polyethylene,Alcanivorax borkumensis,70,121,39,5
Polystyrene,Streptomyces coelicolor,82,48,40,9
Polystyrene,Streptomyces coelicolor,69,10,40,6
Polyvinyl Chloride,Exiguobacterium sp.,28,233,40,6
Nylon,Exiguobacterium sp.,65,36,11,5
Polystyrene,Halomonas titanicae,18,4,28,6
Polyurethane,Thermobifida fusca,67,44,30,6
Polyethylene,Thermobifida fusca,57,56,21,8
Polypropylene,Fusarium solani,69,42,19,7
Polycarbonate,Halomonas titanicae,56,255,40,5
Polyvinyl Chloride,Fusarium solani,36,228,22,5
Polyvinyl Chloride,Halomonas titanicae,60,114,38,5
Polystyrene,Bacillus alcalophilus,91,237,39,8
Nylon,Bacillus alcalophilus,29,174,31,8
Polyethylene,Sulfolobus acidocaldarius,70,255,32,9
Polyurethane,Halomonas titanicae,72,277,29,8
Nylon,Alcanivorax borkumensis,24,335,32,5
Polyethylene Terephthalate (PET),Ochrobactrum sp.,96,69,24,9
Polyethylene Terephthalate (PET),Bacillus subtilis,64,326,35,7
Polypropylene,Sulfolobus acidocaldarius,5,230,12,6
Polystyrene,Exiguobacterium sp.,17,67,32,6
Polystyrene,Citrobacter koseri,9,304,29,9
Polystyrene,Halomonas titanicae,91,36,38,7
Polypropylene,Ideonella sakaiensis,10,159,22,6
Polyethylene Terephthalate (PET),Acidithiobacillus ferrooxidans,96,149,17,9
Nylon,Bacillus alcalophilus,64,27,34,8
Polypropylene,Ideonella sakaiensis,76,72,16,5
Polypropylene,Citrobacter koseri,100,248,33,7
Nylon,Fusarium solani,83,101,17,6
Polystyrene,Citrobacter koseri,64,190,27,5
Polyurethane,Thermobifida fusca,51,96,18,9
Nylon,Alcanivorax borkumensis,66,282,15,6
Polyethylene Terephthalate (PET),Halomonas titanicae,81,322,36,5
Polyvinyl Chloride,Streptomyces coelicolor,77,278,13,8
Polyethylene,Citrobacter koseri,30,17,24,7
Polyvinyl Chloride,Ochrobactrum sp.,90,263,14,9
Polycarbonate,Thermobifida fusca,16,107,35,6
Polycarbonate,Streptomyces coelicolor,54,68,14,8
Polypropylene,Fusarium solani,92,128,16,7
Polyethylene,Sulfolobus acidocaldarius,35,293,39,7
Polyvinyl Chloride,Ideonella sakaiensis,100,294,18,8
Polyurethane,Thermobifida fusca,25,96,16,6
Polystyrene,Streptomyces coelicolor,52,1,18,7
Polyethylene Terephthalate (PET),Thermobifida fusca,16,298,29,9
Polycarbonate,Sulfolobus acidocaldarius,85,180,19,5
Polyurethane,Bacillus alcalophilus,24,181,39,9
Polyethylene Terephthalate (PET),Bacillus subtilis,1,235,35,7
Polyethylene Terephthalate (PET),Halomonas titanicae,85,319,13,5
Polystyrene,Citrobacter koseri,4,337,15,8
Polyethylene,Bacillus alcalophilus,3,8,33,5
Polypropylene,Bacillus alcalophilus,35,27,23,5
Polyvinyl Chloride,Acidithiobacillus ferrooxidans,5,308,18,5
Polystyrene,Pseudomonas aeruginosa,20,146,10,7
Polyurethane,Aspergillus niger,76,91,26,6
Polypropylene,Ochrobactrum sp.,100,342,22,7
Polyurethane,Alcanivorax borkumensis,88,272,33,6
Polypropylene,Sulfolobus acidocaldarius,25,322,36,8
Polyethylene,Thermobifida fusca,54,5,16,8
Polycarbonate,Bacillus subtilis,38,82,18,8
Polyurethane,Pseudomonas aeruginosa,83,219,20,8
Polystyrene,Aspergillus niger,32,118,12,8
Polypropylene,Bacillus subtilis,13,81,35,9
Polypropylene,Alcanivorax borkumensis,55,70,21,7
Polyethylene Terephthalate (PET),Sulfolobus acidocaldarius,99,115,30,6
Polyethylene Terephthalate (PET),Halomonas titanicae,80,263,12,8
Nylon,Alcanivorax borkumensis,20,306,24,9
Polyurethane,Citrobacter koseri,45,142,30,9
Polyethylene Terephthalate (PET),Thermobifida fusca,15,207,19,9
Nylon,Bacillus alcalophilus,15,111,10,7
Polycarbonate,Acidithiobacillus ferrooxidans,83,303,23,8
Polycarbonate,Thermobifida fusca,28,112,36,9
Polyethylene Terephthalate (PET),Aspergillus niger,91,43,29,9
Polyurethane,Aspergillus niger,7,347,15,8
Polypropylene,Bacillus subtilis,87,285,11,7
Polyvinyl Chloride,Acidithiobacillus ferrooxidans,2,128,38,9
Polyethylene,Aspergillus niger,88,185,32,6
Polyurethane,Thermobifida fusca,18,229,17,5
Polyethylene,Acidithiobacillus ferrooxidans,96,221,10,5
Polystyrene,Sulfolobus acidocaldarius,65,352,38,5
Polycarbonate,Citrobacter koseri,78,117,13,7
Polyethylene Terephthalate (PET),Alcanivorax borkumensis,85,70,36,9
Polyethylene Terephthalate (PET),Bacillus alcalophilus,73,70,13,5
Polyethylene,Citrobacter koseri,81,110,38,5
Polypropylene,Pseudomonas aeruginosa,21,132,14,8
Polyethylene,Halomonas titanicae,45,56,39,9
Polystyrene,Acidithiobacillus ferrooxidans,90,89,37,9
Polypropylene,Streptomyces coelicolor,12,137,37,8
Polystyrene,Citrobacter koseri,32,131,29,9
Polyvinyl Chloride,Bacillus subtilis,4,218,18,6
Polycarbonate,Pseudomonas aeruginosa,89,176,32,7
Polyethylene Terephthalate (PET),Bacillus alcalophilus,76,171,22,8
Polyethylene Terephthalate (PET),Bacillus subtilis,26,100,27,5
Polyvinyl Chloride,Bacillus subtilis,77,129,26,9
Nylon,Ideonella sakaiensis,23,57,34,6
Polycarbonate,Streptomyces coelicolor,66,181,10,6
Polypropylene,Acidithiobacillus ferrooxidans,62,246,31,7
Polyvinyl Chloride,Streptomyces coelicolor,93,144,24,6
Polypropylene,Citrobacter koseri,98,51,40,9
Polyethylene,Bacillus subtilis,47,218,11,9
Polyurethane,Aspergillus niger,62,104,25,6
Polyethylene Terephthalate (PET),Exiguobacterium sp.,77,55,29,9
Polypropylene,Bacillus alcalophilus,11,257,31,9
Polystyrene,Aspergillus niger,27,346,14,5
Polypropylene,Bacillus alcalophilus,43,156,36,8
Polyurethane,Acidithiobacillus ferrooxidans,92,53,31,9
Polycarbonate,Exiguobacterium sp.,42,329,28,9
Polyethylene Terephthalate (PET),Ochrobactrum sp.,16,187,14,7
Polyethylene,Halomonas titanicae,39,364,11,8
Polyvinyl Chloride,Exiguobacterium sp.,48,150,16,8
Polyethylene,Acidithiobacillus ferrooxidans,84,264,12,8
Polyurethane,Fusarium solani,56,250,26,6
Polyethylene Terephthalate (PET),Ideonella sakaiensis,86,298,39,5
Polypropylene,Citrobacter koseri,83,211,33,5
Polycarbonate,Acidithiobacillus ferrooxidans,63,25,33,7
Nylon,Citrobacter koseri,74,294,12,8
Polycarbonate,Pseudomonas aeruginosa,56,341,22,8
Nylon,Aspergillus niger,97,152,16,9
Polystyrene,Ideonella sakaiensis,73,24,34,6
Polycarbonate,Pseudomonas aeruginosa,73,252,33,6
Polyethylene Terephthalate (PET),Fusarium solani,69,60,12,7
Nylon,Exiguobacterium sp.,99,66,24,5
Polyvinyl Chloride,Citrobacter koseri,87,53,38,8
Polyethylene Terephthalate (PET),Thermobifida fusca,75,106,27,7
Polyvinyl Chloride,Sulfolobus acidocaldarius,42,96,38,6
Polycarbonate,Exiguobacterium sp.,22,176,19,6
Polyvinyl Chloride,Ideonella sakaiensis,26,39,32,6
Nylon,Exiguobacterium sp.,57,168,16,8
Polyethylene Terephthalate (PET),Fusarium solani,36,42,18,8
Polypropylene,Halomonas titanicae,5,104,14,8
Polyurethane,Bacillus alcalophilus,64,333,29,9
Nylon,Bacillus subtilis,5,204,17,5
Nylon,Bacillus subtilis,49,8,23,6
Polypropylene,Fusarium solani,21,282,13,6
Polyethylene Terephthalate (PET),Bacillus alcalophilus,87,43,29,9
Polyethylene Terephthalate (PET),Citrobacter koseri,24,110,37,6
Polyethylene,Fusarium solani,78,210,23,6
Polycarbonate,Bacillus alcalophilus,89,237,21,8
Polyvinyl Chloride,Acidithiobacillus ferrooxidans,71,356,11,8
Polycarbonate,Pseudomonas aeruginosa,50,319,22,5
Polypropylene,Fusarium solani,87,49,40,6
Polycarbonate,Acidithiobacillus ferrooxidans,47,115,10,7
Polypropylene,Citrobacter koseri,69,155,29,6
Polyethylene Terephthalate (PET),Fusarium solani,98,137,16,6
Polyvinyl Chloride,Citrobacter koseri,64,167,37,5
Polycarbonate,Fusarium solani,59,321,34,7
Nylon,Bacillus alcalophilus,45,199,18,6
Polystyrene,Halomonas titanicae,35,71,37,7
Polyethylene,Alcanivorax borkumensis,57,7,35,8
Polyurethane,Acidithiobacillus ferrooxidans,75,200,40,8
